google_place_id,name,neighborhood,address,primary_type,google_types,price_level,google_rating,review_count,hours,description,google_reviews
"ChIJyVOaMJtZwokRdMND4_f_L-U","Joyface","East Village","104 Loisaida Ave, New York","Bar","bar; point_of_interest; establishment","","3.3","437","Monday: Closed | Tuesday: 7:00 PM – 2:00 AM | Wednesday: 7:00 PM – 2:00 AM | Thursday: 7:00 PM – 3:00 AM | Friday: 7:00 PM – 3:00 AM | Saturday: 7:00 PM – 3:00 AM | Sunday: 7:00 PM – 2:00 AM","Subdued 1970s-style bar with plush couches, a disco ball & waterbed, serving innovative cocktails.","[5★ Isabella Grandic]: 1000/10 I love this place. You gotta go early or late. But music is perfect. It’s tight but high vibes. Cannot wait to go back!! ||| [1★ Gabriel Abram]: I usually LOVE joyface. I went on a Tuesday night thinking it would be more chill and lax, it was the opposite. I have never been cut off in my entire life. We asked for a simple song request, it was denied because it was after 1982. Okay that’s fair. I asked for a song that was released in 1981 by Journey, I got the response “you’re cut off”. The bartenders seemed miserable. I even asked them “do you like your jobs?”. They were on their phones the whole time being miserable. I understand if you had a hard day, but don’t take it out on the customers. I have been on days where I have waited outside for like 45 minutes, and the bartenders weren’t as miserable. Totally not fair. On a Tuesday, it’s not crowded, and still slow service, longer than a busy night!!!!!!! If you want a better job, don’t get mad at the people that are giving you business. I have never had a bad experience at Joyface, but the fact that I had one on a TUESDAY NIGHT, makes me upset. I would have loved to dance, but when we asked for the music to be louder and better, the bartender said to turn it down, and that’s not the joyface way. I love joyface and was excited to go at a time where it wasn’t jammed packed and we had to wait, but was super disappointed. I would rather wait outside for an hour, like I have, then be there on a empty night where the employees don’t want to be there. I didn’t feel welcome there at all. Joyface is the best, but we didn’t get that experience. Don’t take your bad moods out on the customers. Thanks. ||| [5★ j p]: This place could not have been more fun! The music was an amazing array of remixed oldies! And there was dancing!!!! Genuine dancing all night long!!!! Stuff to stand on and a freaking waterbed, get real, music could not have been better genuinely! ||| [3★ sophie natsvlishvili]: the place is fun. its small and too crowded, the front door charges everyone different prices don’t know why. some people she charges 50$ some 25$ doesn’t matter what time you go. overall its fun place especially if you don’t have to pay to get there. music is good old school disco music. ||| [1★ Gabriel Carneiro]: Pretty mediocre. It’s somehow “list only” even when the place is empty. Unless you’re willing to drop $100. Once you’re in, it gets so packed you can barely move. If you enjoy spending money to stand shoulder-to-shoulder with entitled people, this might be a five stars for you"
"ChIJYTk0bpxZwokRHBO9UXg4SVA","Solas","East Village","232 E 9th St # 1, New York","Bar","bar; point_of_interest; establishment","PRICE_LEVEL_MODERATE","3.9","992","Monday: Closed | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 4:00 AM | Saturday: 4:00 PM – 4:00 AM | Sunday: 4:00 PM – 2:00 AM","Busy bar on first floor with a dark, smaller lounge above, where a DJ keeps the dancing going.","[5★ B]: If you’re having a BIG night out in NYC, Solas is straight-up awesome. The place just hits, and a huge part of that is the crew Carlito is cool, plus behind the bar 🤩 Sasha and Simeon-> absolute legends. They’re chill, always fun, and somehow keep the vibes high even when the place is completely packed. No joke, they make the whole experience better. The drinks are always on point drink🥃 no weak pours and the dance floor is bumping.

Solas is just the spot. Whether you’re rolling out with the boys, or trying to meet new people, this place delivers every single time. ||| [1★ Christine Jiha]: I *almost* had a great experience until the end of the night. I booked the Red room for my going away party of roughly 20 people. I brought a cake with me (and utensils) and the bartender assured me it was in good care in their kitchen. When it came time to serve the cake, our sweet server, Max, notified me and 2 of my best friends that she found another cake box on top of mine which caused the decals on my cake to smush and ruin. We spent 10 min in the kitchen trying to salvage it but we ended up spreading the icing around and covering it with sparklers to make it presentable (picture attached). Of course this was upsetting as I spent $170 on the cake and was told it would be in good care. Our server assured us she would take care of the issue with a 10% discount on the bar tab (or something equivalent), which was fine with me. The rest of the night was great until it was time to pay the tab.

I notified the bartender of what happened and that Max can vouch for the cake fiasco. The bartender said Max wasn’t authorized to say that (which is fine) but she could get her manager, Kevin. Prior to this encounter, I had a great, amicable, and responsive experience with Kevin. He was reliable and followed up so I knew he could help resolve the issue. He came over and started insisting that I was trying to “pull one over on him” and was screaming in my face. I was shocked because my experience organizing the event with him for the past month was extremely pleasant! He went off the rails - saying there was nothing wrong with the cake and “who cares no one even ate it” (not true it was halfway done). He even went into the kitchen, grabbed the leftover cake, and said “LOOK theres nothing wrong with this” (of course after it’s halfway eaten). At this point, I (I’m black btw) was trying to de-escalate but my friends (white) were fuming and couldn’t believe the way he was speaking to a paying customer with an $800+ bar tab. The bartender and I agreed to take discount payment in the form of shots for me and some friends but at this point we didn’t even want them. We just wanted to leave. BTW, when I followed Kevin back into the kitchen with leftover cake, he decided to begrudgingly apologize to me (of course where no one else could hear).

We left and I texted Kevin how shocked and disappointed I was I’m his behavior and that I will be leaving a negative review. The attached screenshots speak for themselves. He tries to say there was cake on the floor which isn’t true because they came in right after to turn over the room for another party. Any excuse to not take ownership or blame.

FYI - Max, our server, is the only reason I gave the service 2 stars. Black or not, I’ve never seen an owner speak to a paying customer like this. Get your act and anger together. ||| [5★ David Phillips-Grant]: This is hands down the best bar in the East Village. From start to finish Kevin couldn't have been more helpful.  We had an amazing time, the music was brilliant,  the drinks were great and the staff so lovely and accommodating.  Thank you to everyone at Solas for making our night so special 💕.  Definitely would recommend ||| [5★ Malia Magazzeni]: We celebrated both my partner’s and my birthday at Solas and had such a wonderful experience! Kevin, the owner, was incredibly responsive and helpful from the very start, making the planning process so easy. We were set up upstairs next to the bar, and the entire team—servers and bartenders—were awesome all night.

The music, the vibe, and the energy were perfect for a birthday celebration. We truly felt taken care of, and we’re so grateful to Kevin and his amazing staff for helping us ring in our birthdays in the best way. Highly recommend Solas for any special occasion! ||| [5★ Mana Faye]: I celebrated my 24th birthday here and had an amazing experience! Booking was super easy, and the space was perfect for hosting a party. Kevin and Max were incredible to work with, and the bartenders were super attentive all night. The music was great, and I was in the front room on the second floor which had a great setup. I’d definitely recommend this spot to anyone looking to celebrate a birthday!"
"ChIJe-lFm_VZwokRpZ2tEFhS6f4","Deluxx Fluxx","East Village","125 E 11th St, New York","Night Club","night_club; point_of_interest; establishment","","4.6","276","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 10:00 PM – 4:00 AM | Saturday: 10:00 PM – 4:00 AM | Sunday: Closed","","[5★ Myriam Diaz]: Definitely had a blast. Security guard Destiny was an inspiration great vibes. Definitely got to go back especially to see Destiny.
I am a usually shy and quiet but Destiny definitely had me opening up and feeling welcome.

Definitely recommend everyone to go ask for Destiny she will definitely have you enjoying your time. ||| [5★ Jeannie Mcauley]: If you ever want a night out free of worries, a place where you feel welcome. This is the place for you.
The security guard Destiny was so welcoming so energetic.
She was so excited to be there and made sure I was enjoying myself.
To say her energy is amazing is an understatement, the energy that came from this young woman was amazing, it made me feel like I was young again lol.
Definitely a 10/10. ||| [5★ Ruby]: Paid $17 for entry, it was def worth it only being there for 2 hours! Had to leave early to catch the train, but it was amazing!!! Def check out their social media, which is a pro for them being active. Theres also a coat check for a small fee. Drinks were great but a bit pricey which is obvious because of NY lol. BUT I WILL COME BACK AGAIN!!! ||| [5★ kalisa Anderson]: My experience was AMAZINGGGG. My girl Destiny ,the security guard, literally an angel. She held me down the entire night and called me an uber home when my time was up lol. From the drinks to the aura and vibes, 10/10 recommend! Ask for destiny and tell her I sent you. ||| [1★ Harlowe Dunn]: Scanned my id, said it wouldn’t scan. I’m 23. 8 of my friends ids scanned. My friend who is also above age with a government issued id didn’t scan either. Wouldn’t negotiate, call the cops or figure out a refund for tickets. Complete scam."
"ChIJU5wrU4JZwokRPwj__q1lJ0M","2A","East Village","St. Nicholas Kirche, 25 Avenue A, New York","Bar","bar; point_of_interest; establishment","PRICE_LEVEL_INEXPENSIVE","4.3","237","Monday: 2:00 PM – 4:00 AM | Tuesday: 2:00 PM – 4:00 AM | Wednesday: 2:00 PM – 4:00 AM | Thursday: 2:00 PM – 4:00 AM | Friday: 2:00 PM – 4:00 AM | Saturday: 2:00 PM – 4:00 AM | Sunday: 2:00 PM – 3:00 AM","Bi-level standby with an old-school haunt on the 1st floor & a relaxed lounge with views on the 2nd.","[5★ MG]: Good vives in this place. $8 tecate and shot special. ||| [1★ Blake Brown]: I bought a frozen margarita, didn’t even take a sip, set it down on the wobbly table and the whole thing fell over… went back to the bar and the bartender wouldn’t replace it… ?? If it was half empty or a complicated cocktail or something, fine. But a prebatched frozen drink that I ordered 3 mins prior?! Not cool. And I’m a bartender… ||| [1★ S]: Was there this past weekend and a guy pulled out a knife on someone. The bouncer/staff did not even remove the dangerous man or call the police. Beware of their dangerous clientele ||| [1★ Karina]: I went to enjoy the weather on their outdoor seating and out of no where the white tall male bartender is yelling extremely loud to a patron inside. It didn’t seem like the patron was yelling back or being aggressive, more like confused (he was a black patron). And the barber grabbed the barstool and was about to throw it to him.

Not sure what the issue was but feel outside it was very scary. Not friendly vibe in that bar at all. ||| [5★ Chuck Vicious]: Great bands . Tiger was the nicest door person I've ever met. I'm in Memphis TN but can't wait to go back!"
"ChIJH_FPMzJZwokRP3RpBsz4ypw","sweetie","East Village","85 Avenue A, Basement Level, 85 Avenue A Basement Level, New York","Bar","bar; cocktail_bar; sports_club; association_or_organization; point_of_interest; establishment","","3.5","144","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 8:00 PM – 4:00 AM | Friday: 8:00 PM – 4:00 AM | Saturday: 8:00 PM – 4:00 AM | Sunday: Closed","","[1★ Nino Yaccino]: 23+ bar. Wasn’t aware before I arrived. Let in all of my friends who were below 23 but singled me out and told me I couldn’t come in (I’m 22). If you’re going to have rules then you can at least consistently enforce them. ||| [1★ Johana Misaki]: Bouncer didn’t let me and my boyfriend in and claimed there was a “private event” and that we should just leave :// they did the same to a group of guys ahead of us, so unless ur a group of single girls i wouldn’t recommend the wait. Unfortunate! ||| [5★ Katrina Ahuja]: This is a fun unpretentious place just to dance to some music to on the weekends. The aesthetic is old school East Village which I love. It's such a hidden gem ||| [1★ Adam Rosen]: Manufactured exclusivity. No line at all, but bouncer said “there’s a private party” to my girlfriend and I, but let other folks in who has just pulled up without any tickets or cover or check-in of sorts. Not worth it in NY, other reviewers stated that the inside of the bat and drinks are mid-anyways. Don’t waste your money. ||| [5★ Cindy Zhang]: I LOVEEEEE SWEETIEEE EVERY TIME I COME AROUND THE BOUNCERS ARE AMAZING, THE MUSIC IS AMAZING, THE VIBES ARE IMPECCABLE! Never had to wait in line, never had to pay a cover. MY FAVORITE PLACE IN NYC ❤️❤️❤️❤️❤️"
"ChIJiaPprINZwokR2C1kGvUYBfQ","Berlin","East Village","St. Nicholas Kirche, 25 Avenue A, New York","Bar","live_music_venue; bar; event_venue; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4","413","Monday: 7:00 PM – 4:00 AM | Tuesday: 7:00 PM – 4:00 AM | Wednesday: 7:00 PM – 4:00 AM | Thursday: 7:00 PM – 4:00 AM | Friday: 7:00 PM – 4:00 AM | Saturday: 7:00 PM – 4:00 AM | Sunday: 7:00 PM – 4:00 AM","Tiny, dimly-lit entertainment venue featuring DJs & live bands along with cocktails & beer.","[5★ Kristi Sitohang]: Though they don’t serve food but I give 5 stars for their drink. They dont have drink menu, but the barista (I forgot to ask his name) suggest me to drink amstel light beer after I asked for “sweet and refreshing drink” 😂
It’s nice and warm bar with great vibes ||| [5★ Travis McHenry]: Great location on the lower east side! I came here to see Fire Tiger play with Turbo Goth. Really nice venue and friendly staff. My boyfriend said it was the best cosmo martini he’s ever had! ||| [4★ John a]: Good local bar with a decent drink selection - half a dozen beers on tap, and a stage for live music.  Seating is around the edges, usually chairs or old cushioned booth benches.  The shape of the  spaces means one of the main seating area cannot see the stage.  There are mirrors behind the bar, but unfortunately none we located to see the stage from the seating area. Good space for local events- talk to them - they will be happy to arrange. ||| [4★ Maddy A]: It’s fun - usually pretty packed, relatively easy to get into, and good music. They charge a ~$10 cover after ~midnight. My only gripe with this place is that the music is way too loud - I swear every time I’ve gone here I get hearing damage. They need to turn the speakers down. Like you can hear the music already, no need to blast ears out. ||| [5★ Raymond Schmitz]: Went for a show: Dr. Boat and Cinema Stereo. Had a great time, the atmosphere in the hall is perfect to see up and coming rock bands. Good beer selection and the staff was friendly and efficient. I don’t think there is food, but I could be wrong."
"ChIJbU-JV55ZwokRRgid16uv0jA","Beauty Bar","East Village","231 E 14th St, New York","Bar","bar; point_of_interest; establishment","PRICE_LEVEL_INEXPENSIVE","4.3","795","Monday: Closed | Tuesday: 5:00 PM – 4:00 AM | Wednesday: 5:00 PM – 4:00 AM | Thursday: 5:00 PM – 4:00 AM | Friday: 5:00 PM – 4:00 AM | Saturday: 4:00 PM – 4:00 AM | Sunday: 5:00 PM – 4:00 AM","Nightclub chain featuring martinis, DJs & dancing in a retro-salon setting. Most offer manicures.","[5★ Nataliia]: I stumbled upon Beauty Bar NYC while browsing for something fun to do — and what a find! They host stand-up comedy shows, which is how I first discovered the place. Let’s just say… I wasn’t disappointed.

The bar has a vibrant, quirky charm with a throwback design straight out of the ‘80s. If you’re from that era (or just wish you were), you’ll either smile or feel a wave of sweet nostalgia. Think neon lights, vintage salon chairs, and an atmosphere that doesn’t take itself too seriously — in the best way.

The crowd? Super friendly. The comedy show? Hilarious and full of surprises. It’s cozy, relaxed, and filled with good vibes all around.

I’m already planning my next visit. If you’re looking for something unique and fun in NYC, this spot is a must ||| [4★ Riya Goel]: Gorgeous space that takes you back in time. Come on a weekday for shorter lines if you’re getting a manicure. For a cocktail and a manicure mine has lasted 2 weeks! ||| [5★ S. LaCour-S.]: This is the best bar ever. Everyone who works here is fabulous. There is live music or a DJ after 10 or 11. I believe that Th-Sunday if you purchase a certain amount, you also get a free manicure. I had my nails done and it was fabulous!
This bar has a timeless quality and calls a clientele that are friendly, chill, interesting and fun. It is such a great place! I one hundred percent recommend this bar. It is a must. The preservation of the bar's past through integration into its current life just adds to the pleasant vibe. I am so happy a friend of mine showed me this one. ||| [5★ Mary Monahan]: I don’t think they had food but it was a very fun atmosphere with friendly staff and several manicure stations. Drink specials were available. ||| [4★ J Oz]: Was expecting a little more … definitely ok to stop in for one … drinks were very straightforward"
"ChIJk03xUxxZwokRzlvMdupz6qI","The Red Room at KGB","East Village","85 E 4th St, New York","Bar","bar; night_club; point_of_interest; establishment","","4.7","36","Monday: 7:00 PM – 4:00 AM | Tuesday: 7:00 PM – 4:00 AM | Wednesday: 7:00 PM – 4:00 AM | Thursday: 7:00 PM – 4:00 AM | Friday: 7:00 PM – 4:00 AM | Saturday: 7:00 PM – 4:00 AM | Sunday: 7:00 PM – 4:00 AM","","[5★ Chaya Schwei]: The drinks were fantastic!! The life music was perfect, the only thing I didn’t expect was the theater layout behind the dance floor, I would definitely check it out!! ||| [5★ Ives Williams]: Great part of a memorable night in the village last month. It was a slower evening at first and I really got to appreciate the ambiance. The bartender Josephine was very friendly and a delight to talk to. ||| [5★ L J]: Cute little spot for live music. Teddy + friends played last night and they were amazing. Cover price wasn’t asked but you must buy a drink. I had the white lady and it was my favorite. The mood for a Saturday was very mellow and people flooded in and out but it was always busy in a good way but not too busy where I couldn’t enjoy the music.

9/10 ||| [5★ Jackie L]: Located on the third floor of a nondescript building (first floor is a theater, second floor is the KGB bar). This little place was very cozy and has live jazz playing some nights.
The cocktails were good, but I’d come back mostly for the music and the vibe ||| [5★ Ann Van Epps]: Very glamorous and old New York vibe. Came here on a Monday for an open mic for comedians, musicians and poets. People treated it like a show. It was crowded and a lot of fun to perform."
"ChIJZ1fMFZ5ZwokRkYrV85CZorY","Nowhere","East Village","322 E 14th St, New York","Bar","bar; point_of_interest; establishment","PRICE_LEVEL_INEXPENSIVE","3.8","236","Monday: 3:00 PM – 4:00 AM | Tuesday: 3:00 PM – 4:00 AM | Wednesday: 3:00 PM – 4:00 AM | Thursday: 3:00 PM – 4:00 AM | Friday: 3:00 PM – 4:00 AM | Saturday: 3:00 PM – 4:00 AM | Sunday: 3:00 PM – 2:00 AM","Low-ceilinged gay bar with a subterranean feel, diverse beer menu & jukebox.","[5★ Emmanuel Bagirov]: Highly recommend. I would definitely return.

Drinks were strong. Prices were reasonable. Bartenders and the DJ were doing a wonderful job. And the bar was lively with plenty of space to accommodate guests. ||| [5★ Kate Tooley]: Always a favorite spot— great bartenders, excellent vibes, good music. Also shoutout to the amazing bartender who found and held onto my wallet for me — truly the hero of my night ✨ ||| [5★ Corey Turner]: It was my first night in NYC after moving here. We wanted a chill environment and good drinks. Jason not only served awesome drinks but he was playing awesome music. We enjoyed ourselves! ||| [5★ Avery Amani]: This bar is a lot of fun. Great drinks. Cool atmosphere and lighting. Great Service. Amazing  and attentive bartender, Jason! Great music. Great prices. I had a great time. 10/10 would recommend! ||| [1★ Siamese Lover]: Bartender was so rude. He yelled “CMON ITS CHRISTMAS” angrily when we tipped on one of first rounds, cause the tab wasn’t open. We planned to get more drinks and tip more at the end, which we still ended up doing and he still had an attitude"
"ChIJr1acrIJZwokRLpu9uKM6lIo","Club Cumming","East Village","505 E 6th St, New York","Night Club","night_club; point_of_interest; establishment","","4.3","228","Monday: 6:00 PM – 4:00 AM | Tuesday: 6:00 PM – 2:00 AM | Wednesday: 6:00 PM – 2:00 AM | Thursday: 6:00 PM – 2:00 AM | Friday: 6:00 PM – 4:00 AM | Saturday: 4:00 PM – 4:00 AM | Sunday: 5:00 PM – 12:00 AM","Buzzy, celeb-owned bar with drag & cabaret shows, plus other diverse entertainment.","[5★ Shivdat NoLast]: Fairly priced I'm good atmosphere I came in on a Tuesday night 1 hour before closing when I walked in I was greeted with two bartenders and like three other patrons. I walked in and people smiled at me, I wasn't scolded, I got hit on by a drunk guy, which was wonderful! Running a bar on a Tuesday with a slim crowd demands intelligence in operations not wishful thinking in a good attitude. Let's face it the reason most people leave bars is not because the people who are in them it's because how the business operates. ||| [5★ Tom L]: This is a fairly tiny space. It's dark. The bartenders take care of you. The music is fun. The entertainment varies from burlesque to karaoke to DJ's. The patrons are friendly. It is sometimes super crowded. Sometimes there is a cover charge. It is an easay place to chill for a couple hours. We enjoy the vibe of the place. ||| [5★ Niels-Viggo Hobbs]: Such a fun place.  Worth a visit from outta town,  especially for special events. ||| [5★ Review Lad]: Had a Magic time Spinning Around in Club Cumming at the Kylie tea dance ahead of her MSG concert, hosted by the Wow Bright light bright light. Playing only songs by Kylie and Dannii. He took not just The One song request but requests on post it notes all afternoon. Good promotions on at the bar such as Golden Mimogusers, with not Slow but quick service.
The place was packed out, there was no Tension, the atmosphere was Magnetic Electric and we couldn't help but get our Real Groove on the Dancefloor for some Dancing.
On a Night Like this, we wished we could have stayed forever, and ever and ever.
Padam Padam. ||| [5★ Murat Aybars Tunca]: The best place for a classic bar-wide karaoke on Mondays (unlike anti-social ones that put you in a claustrophobic room) with a great pianist to help you sing and friendly bartenders!"
"ChIJN1zwQJxZwokRNFh2jY9GrVM","Kingston Hall","East Village","149 2nd Ave, New York","Bar","bar; cocktail_bar; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.3","517","Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 4:00 AM | Saturday: 1:00 PM – 4:00 AM | Sunday: 3:00 PM – 12:00 AM","Rustic-chic destination for contemporary craft cocktails & a limited menu of creative bar food.","[1★ Naomi Abiara]: I hardly ever write reviews and this is one of the first times where I actually feel compelled to write one because I feel it’s necessary.

I genuinely want to give Kingston Hall five stars. My friends and I loved the vibe of this sexy, tucked-away bar. It’s very dark (keep this in mind), moody, with a beautiful interior and a great bartender.

We ordered some shots and the infamous Drunken Coconut, which is served in a coconut. We thought the coconut was such a fun idea that we decided to keep it as a souvenir for laughs.

Cut to us 45 minutes later that night, stopping for fro-yo in a well-lit shop. And that’s when we saw it… Remember how I mentioned how dark the bar is? Well, turns out it was so dark that we didn’t notice the MOLD SPORES covering the entire inside of the coconut (photo attached). It looked like a full-blown ecosystem was growing in there. We were completely shocked — honestly, horrified — realizing we’d just been drinking out of something that moldy.

If we hadn’t kept the coconut, we would have never known. Which means plenty of other people probably don’t either.

All that to say: it’s very unsafe to eat or drink from here until this is addressed. I’d love to believe this was just an unfortunate oversight (a massive one) because of how dimly lit it is, but it’s still unacceptable. I really hope Kingston Hall investigates this immediately — because no one should have to worry about getting sick from a cocktail. ||| [1★ Lysol Records]: I am normally someone who does not write Google reviews, but my experience here was so horrendous that I feel extremely compelled to leave a review. This bar is simply awful, and you should not waste your time coming here. I booked an event here (3 months in advance) for a party expecting 40 people in their private space. This past Saturday night, they not only double-booked, but TRIPLE-BOOKED themselves (Google Calendar is free?). I wouldn't have left this review if the staff and management at Kingston handled the situation properly, but instead, they handled it extremely unprofessionally and poorly. They only honored one party in the private space (no clue how they decided they got the space, and there were probably at most 10 people in this party), and the multiple other parties who were screwed over for the night were packed so tightly at the bar that it was basically a fire hazard. Their bouncer played dumb, and their manager ""was not in tonight."" It was basically handled as a ""too bad, sucks to suck"" situation. Additionally, whoever plans their events does not answer emails because they are cowards. Conclusion: do not come here; go to the 100 other better bars in NYC that actually care about their patrons that make simple accommodations when they screw up. Mistakes happen; it is just all about how you rectify the situation. It isn't brain surgery to problem-solve when you screw up, but clearly this place lacks the skills and training to do so. ||| [5★ Hermes Arriola]: I can’t really speak to food because I don’t know if they had it or not. We were in it for the atmosphere and the drunken coconut.

We also got the espresso martini which is good if you need a quick pick me up.

Highly recommend this spot.

They also have two monkeys doing it.

Great spot before or after veselka. ||| [4★ Ed Holden]: Not what you expect as you ascend the apartment-like steps, but then you encounter a cozy cavern with classic decor and great mixed drinks. Billiards, too. They have atmosphere and then some. ||| [5★ Daniella Fodera]: What a cool bar! Great vibe. The decor and the drink specials don't necessarily match but it adds to the eclectic nature of this cool bar: Victorian era ambiance served with tropical drinks.
Pool table featured inside. Variety of seating options for small and large groups alike. Ordered the pineapple express which was tasty!

Will definitely be back here with friends!"
"ChIJ21WpG0BZwokRIonDbEPlMGk","B Lounge NYC","East Village","77 E 7th St, New York","Event Venue","event_venue; cocktail_bar; bar; point_of_interest; establishment","","4.5","63","Monday: Closed | Tuesday: Closed | Wednesday: 5:00 PM – 12:00 AM | Thursday: 5:00 PM – 12:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 5:00 PM – 2:00 AM | Sunday: 4:00 PM – 12:00 AM","","[5★ John Kowar]: We had an absolutely fantastic night out at B Lounge NYC! We hosted our group in the back room, and I cannot recommend this space enough for a birthday party or any special celebration.
The venue was incredibly accommodating—they allowed us to bring in our own decorations and play our own playlist, which made the atmosphere feel personal and high-energy. It turned out to be an amazing vibe from start to finish.
A huge shoutout to our bartender, who was not only great at their job but also very easy on the eyes! While they might not have been available for a date, they provided top-tier service all night. The entire staff is professional, welcoming, and the spot is very LGBTQ+ friendly, making everyone in our group feel right at home.
If you’re looking for a cool, intimate spot in the city to host a private event where you can actually control the music and the mood, this is it. 10/10 recommendation! ||| [5★ Md goni]: We just had a birthday event at B Lounge, and it was amazing. The service was excellent, and they even allowed us to play our own playlist, which really made the night feel personal. The staff was friendly, attentive, and super welcoming from start to finish. I would strongly recommend B Lounge to anyone looking for a great experience at an affordable price. Definitely a spot worth checking out. ||| [1★ SoftiBun]: Passed real quick and despite how empty it was the time, unfortunately I was not checked up even once? They forgot or something. I don’t think I give off that demeanor that I want to be left alone, but I did wanted another drink :/ ||| [5★ Kevin]: I didn’t have the food, but the cocktails were amazing! Additionally the bartender was super chill. Highly recommend! ||| [5★ Jamielynn De Leon]: My favorite neighborhood bar. I love the drinks here. Great customer service, great value for food and drinks. A chill
Spot to go to!"
"ChIJwUcmtIJZwokREiWU5DTPSJA","DROM","East Village","85 Avenue A, New York","Live Music Venue","live_music_venue; cocktail_bar; concert_hall; auditorium; dance_hall; night_club; event_venue; bar; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.1","1179","","This gypsy-themed lounge hosts a global roster of performers, ranging from jazz & funk to hip-hop.","[3★ A.S.]: The concert was awesome, but the event venue setup could be improved. The waitstaff kept bumping into my chair throughout the concert, which made it really uncomfortable. It would be great if there were a bit more space between the seating and the aisles for the staff to move around. ||| [5★ Eddie Wunderlich]: I have been to DROM many times, primarily to support and see my client Lizzie Thomas a.k.a. Lizzie is a jazz singer perform. Being part of Lizzie‘s team enabled me to go backstage and really get a feel for the venue. The glam room is cute. The staff Is friendly, the lighting is very sexy and makes the performer and their band or team looked really great on stage. You could either “dine in” or sit at the bar to Enjoy the show. ||| [4★ CaptainMark RedAngel]: Usually go there to see The Soft Parade (The ultimate tribute to The Doors) when they play the Jim Morrison anniversary shows. Great sound, attentive bartender and easy to get to from Penn station. ||| [5★ kerem inal]: Feels like I was back in Turkey and partying in Kadıköy... Food, drinks are fine, go for the vibes and have fun with the concerts and the DJs. Also drink some Turkish Raki while you are there ;) ||| [3★ M L]: Serdar and Mehmet apparently don't attend any competing venues in NYC, otherwise theyd know, most venues with dance nights now provide tap water free.  For health and safety reasons.  Usually via pitchers or a cooler.  Its easier on staff.  This is not about being too cheap to buy bottled water.  Its about not waiting in line for it.  Medical emergencies happen.  Its why free tap water is now the norm in NYC dance clubs in general.
C'mon.  Its 2026.  Also, Door staff should not inspire fear in polite and normal customers.   Take it down a notch.  You're not an ICE agent asking for papers.  Seriously."
"ChIJFf-pIIVZwokRPeulXUC6oqU","Bowery Palace","East Village","327 Bowery, New York","Bar","live_music_venue; bar; event_venue; sports_club; association_or_organization; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.3","1160","Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 3:00 AM | Friday: 5:00 PM – 4:00 AM | Saturday: 5:00 PM – 4:00 AM | Sunday: 5:00 PM – 2:00 AM","Bi-level nightspot offering an eclectic musical mix, including live rock & DJ-led dance parties.","[5★ Al Gattullo]: Awesome time at a really cool spot on the East Side of Manhattan. Great atmosphere. ||| [5★ Queens Kid]: Didn't have food so can't rate. Went for a show. ||| [5★ Soni B]: First time but not my last.  WHAT A VIBE!  Sex After Thirty brought so much energy and seductive grooves. ||| [5★ JC]: This is a fantastic spot for live music lovers. The bar has an intimate atmosphere, making it the perfect place to really enjoy the performances. The sound quality is excellent, and the drinks are generous—definitely giving you great value. The live music lineups are always top-notch, featuring a mix of talented artists/djs/comedians. It’s a great place to unwind, catch some live tunes, and enjoy a drink or two. Highly recommend for a night out! ||| [4★ David Green]: Love these small clubs that seem endless in the Big Apple. 1st time here, as I continue to enjoy the upward career of my friend Hannah Ray Teal and her band. (Please check her out on Spotify!) That's her in the picture...and doing her thing in a small intimate room right off the bar. Typical of these venues is many acts, one after the other, on a given night. Some sound issues apparently, change in set times and general ""non-structured"" kinda vibe, which all goes with the territory...:)
No worries, Hannah and her band adapt easily and were great, crowd was cool and enthusiastic, drinks flowing just fine..,:) Ran into some ""old"" friends, made some new ones (including a couple of the performers, which is really cool..:) and just a general great NYC type of night...perfect...:)
PS...I didn't eat, so no review on food."
